           0   0.0000000000000000        0.0000000000000000     
           1   26.458860550000001        2.0809924464898606E-011
           2   52.917721100000001        8.3239669095459096E-011
           3   79.376581650000006        1.8728914759929278E-010
           4   105.83544220000000        3.3295821615580889E-010
           5   132.29430275000001        5.2024667341630090E-010
           6   158.75316330000001        7.4915426050406649E-010
           7   185.21202385000001        1.0196806610145616E-009
           8   211.67088440000001        1.3318255010155908E-009
           9   238.12974495000000        1.6855883490475297E-009
          10   264.58860550000003        2.0809687161235829E-009
          11   291.04746605000003        2.5179660557300746E-009
          12   317.50632660000002        2.9965797638267788E-009
          13   343.96518715000002        3.5168091788472738E-009
          14   370.42404770000002        4.0786535816993454E-009
          15   396.88290825000001        4.6821121957654089E-009
          16   423.34176880000001        5.3271841869029767E-009
          17   449.80062935000001        6.0138686634451546E-009
          18   476.25948990000001        6.7421646762011805E-009
          19   502.71835045000000        7.5120712184569812E-009
          20   529.17721100000006        8.3235872259757788E-009
          21   555.63607155000000        9.1767115769987218E-009
          22   582.09493210000005        1.0071443092245571E-008
          23   608.55379264999999        1.1007780534915383E-008
          24   635.01265320000005        1.1985722610687256E-008
          25   661.47151374999999        1.3005267967721105E-008
          26   687.93037430000004        1.4066415196658482E-008
          27   714.38923484999998        1.5169162830623375E-008
          28   740.84809540000003        1.6313509345223136E-008
          29   767.30695594999997        1.7499453158549360E-008
          30   793.76581650000003        1.8726992631178840E-008
          31   820.22467704999997        1.9996126066174531E-008
          32   846.68353760000002        2.1306851709086586E-008
          33   873.14239815000008        2.2659167747953387E-008
          34   899.60125870000002        2.4053072313302625E-008
          35   926.06011925000007        2.5488563478152455E-008
          36   952.51897980000001        2.6965639258012531E-008
          37   978.97784035000006        2.8484297610885394E-008
          38   1005.4367009000000        3.0044536437267458E-008
          39   1031.8955614500001        3.1646353580150449E-008
          40   1058.3544220000001        3.3289746825022578E-008
          41   1084.8132825499999        3.4974713899869888E-008
          42   1111.2721431000000        3.6701252475177694E-008
          43   1137.7310036500000        3.8469360163931826E-008
          44   1164.1898642000001        4.0279034521620177E-008
          45   1190.6487247499999        4.2130273046234081E-008
          46   1217.1075853000000        4.4023073178269886E-008
          47   1243.5664458500000        4.5957432300730390E-008
          48   1270.0253064000001        4.7933347739126447E-008
          49   1296.4841669500001        4.9950816761478605E-008
          50   1322.9430275000000        5.2009836578318602E-008
          51   1349.4018880500000        5.4110404342691289E-008
          52   1375.8607486000001        5.6252517150155962E-008
          53   1402.3196091500001        5.8436172038788434E-008
          54   1428.7784697000000        6.0661365989182536E-008
          55   1455.2373302500000        6.2928095924452162E-008
          56   1481.6961908000001        6.5236358710232948E-008
          57   1508.1550513500001        6.7586151154684084E-008
          58   1534.6139118999999        6.9977470008490410E-008
          59   1561.0727724500000        7.2410311964864244E-008
          60   1587.5316330000001        7.4884673659547303E-008
          61   1613.9904935500001        7.7400551670812803E-008
          62   1640.4493540999999        7.9957942519467421E-008
          63   1666.9082146500000        8.2556842668853504E-008
          64   1693.3670752000000        8.5197248524850934E-008
          65   1719.8259357500001        8.7879156435879541E-008
          66   1746.2847963000002        9.0602562692901121E-008
          67   1772.7436568500000        9.3367463529421615E-008
